Mapping parameters for Strongylocentrotus purpuratus (purple urchin)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."


Map data (HSPEC) for predicted occurrences (n = 1388): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Strongylocentrotus,purpuratus,-30.25,153.25,3315:103:1,0.27
Strongylocentrotus,purpuratus,-30.25,153.75,3315:103:2,0.23
Strongylocentrotus,purpuratus,-30.75,153.25,3315:103:3,0.25
Strongylocentrotus,purpuratus,-31.25,152.75,3315:112:2,0.31
Strongylocentrotus,purpuratus,-31.75,152.75,3315:112:4,0.31
Strongylocentrotus,purpuratus,-31.25,153.25,3315:113:1,0.25
Strongylocentrotus,purpuratus,-31.75,153.25,3315:113:3,0.26
Strongylocentrotus,purpuratus,-32.75,151.75,3315:121:4,0.36
Strongylocentrotus,purpuratus,-32.25,152.25,3315:122:1,0.34
Strongylocentrotus,purpuratus,-32.25,152.75,3315:122:2,0.31
Strongylocentrotus,purpuratus,-32.75,152.25,3315:122:3,0.35
Strongylocentrotus,purpuratus,-32.75,152.75,3315:122:4,0.30
Strongylocentrotus,purpuratus,-33.25,151.75,3315:131:2,0.37
Strongylocentrotus,purpuratus,-33.75,151.25,3315:131:3,0.39
Strongylocentrotus,purpuratus,-33.75,151.75,3315:131:4,0.35
Strongylocentrotus,purpuratus,-33.25,152.25,3315:132:1,0.32
Strongylocentrotus,purpuratus,-34.25,151.25,3315:141:1,0.38
Strongylocentrotus,purpuratus,-34.75,151.25,3315:141:3,0.37
Strongylocentrotus,purpuratus,-33.25,156.25,3315:236:1,0.28
Strongylocentrotus,purpuratus,-34.25,172.25,3317:142:1,0.29
Strongylocentrotus,purpuratus,-34.25,172.75,3317:142:2,0.35
Strongylocentrotus,purpuratus,-34.75,172.25,3317:142:3,0.23
Strongylocentrotus,purpuratus,-34.75,172.75,3317:142:4,0.30
Strongylocentrotus,purpuratus,-34.25,173.25,3317:143:1,0.36
Strongylocentrotus,purpuratus,-34.75,174.25,3317:144:3,0.35
Strongylocentrotus,purpuratus,-35.25,172.75,3317:352:2,0.29
Strongylocentrotus,purpuratus,-35.25,173.25,3317:353:1,0.38
Strongylocentrotus,purpuratus,-35.75,173.25,3317:353:3,0.28
Strongylocentrotus,purpuratus,-36.25,173.75,3317:363:2,0.28
Strongylocentrotus,purpuratus,-36.75,173.75,3317:363:4,0.21
Strongylocentrotus,purpuratus,-36.75,174.25,3317:364:3,0.29
Strongylocentrotus,purpuratus,-37.25,173.75,3317:373:2,0.27
Strongylocentrotus,purpuratus,-37.25,174.25,3317:374:1,0.34
Strongylocentrotus,purpuratus,-38.75,172.75,3317:382:4,0.31
Strongylocentrotus,purpuratus,-38.25,173.25,3317:383:1,0.30
Strongylocentrotus,purpuratus,-38.25,173.75,3317:383:2,0.37
Strongylocentrotus,purpuratus,-39.25,172.75,3317:392:2,0.36
Strongylocentrotus,purpuratus,-35.75,175.75,3317:455:4,0.33
Strongylocentrotus,purpuratus,-37.25,176.75,3317:476:2,0.20
Strongylocentrotus,purpuratus,-37.25,177.25,3317:477:1,0.26
Strongylocentrotus,purpuratus,-37.25,178.75,3317:478:2,0.22
Strongylocentrotus,purpuratus,-38.75,178.75,3317:488:4,0.31
Strongylocentrotus,purpuratus,-39.75,177.75,3317:497:4,0.28
Strongylocentrotus,purpuratus,-47.75,166.25,3416:476:3,0.37
Strongylocentrotus,purpuratus,-47.75,166.75,3416:476:4,0.34
Strongylocentrotus,purpuratus,-47.25,169.25,3416:479:1,0.37
Strongylocentrotus,purpuratus,-48.25,166.25,3416:486:1,0.36
Strongylocentrotus,purpuratus,-48.75,166.25,3416:486:3,0.38
Strongylocentrotus,purpuratus,-48.75,166.75,3416:486:4,0.32
Strongylocentrotus,purpuratus,-48.75,167.25,3416:487:3,0.30
Strongylocentrotus,purpuratus,-48.75,167.75,3416:487:4,0.39
Strongylocentrotus,purpuratus,-49.75,166.25,3416:496:3,0.26
Strongylocentrotus,purpuratus,-49.75,166.75,3416:496:4,0.35
Strongylocentrotus,purpuratus,-49.75,167.25,3416:497:3,0.21
Strongylocentrotus,purpuratus,-49.75,167.75,3416:497:4,0.21
Strongylocentrotus,purpuratus,-41.25,171.25,3417:111:1,0.22
Strongylocentrotus,purpuratus,-43.75,174.25,3417:134:3,0.26
Strongylocentrotus,purpuratus,-44.75,172.75,3417:142:4,0.36
Strongylocentrotus,purpuratus,-43.75,175.25,3417:235:3,0.21
Strongylocentrotus,purpuratus,-44.25,175.75,3417:245:2,0.24
Strongylocentrotus,purpuratus,-49.25,171.75,3417:391:2,0.26
Strongylocentrotus,purpuratus,-47.25,179.25,3417:479:1,0.23
Strongylocentrotus,purpuratus,-47.75,179.25,3417:479:3,0.36
Strongylocentrotus,purpuratus,-48.25,179.25,3417:489:1,0.21
Strongylocentrotus,purpuratus,-49.75,178.75,3417:498:4,0.28
Strongylocentrotus,purpuratus,-50.75,165.75,3516:205:4,0.39
Strongylocentrotus,purpuratus,-50.25,166.25,3516:206:1,0.34
Strongylocentrotus,purpuratus,-50.25,167.25,3516:207:1,0.36
Strongylocentrotus,purpuratus,-50.75,167.25,3516:207:3,0.27
Strongylocentrotus,purpuratus,-51.25,165.25,3516:215:1,0.27
Strongylocentrotus,purpuratus,-51.25,165.75,3516:215:2,0.22
Strongylocentrotus,purpuratus,-52.25,169.25,3516:229:1,0.27
Strongylocentrotus,purpuratus,-52.75,169.25,3516:229:3,0.26
Strongylocentrotus,purpuratus,-52.75,169.75,3516:229:4,0.28
Strongylocentrotus,purpuratus,-53.25,169.75,3516:239:2,0.21
Strongylocentrotus,purpuratus,-53.25,170.25,3517:130:1,0.20
Strongylocentrotus,purpuratus,-2.75,-79.75,5007:229:4,0.29
Strongylocentrotus,purpuratus,-3.25,-79.75,5007:239:2,0.31
Strongylocentrotus,purpuratus,-9.25,-79.75,5007:499:2,0.39
Strongylocentrotus,purpuratus,-9.75,-79.25,5007:499:3,0.29
Strongylocentrotus,purpuratus,-0.75,-80.25,5008:100:3,0.20
Strongylocentrotus,purpuratus,-0.75,-80.75,5008:100:4,0.23
Strongylocentrotus,purpuratus,-1.25,-80.75,5008:110:2,0.26
Strongylocentrotus,purpuratus,-1.75,-80.75,5008:110:4,0.30
Strongylocentrotus,purpuratus,-1.25,-81.25,5008:111:1,0.31
Strongylocentrotus,purpuratus,-1.75,-81.25,5008:111:3,0.36
Strongylocentrotus,purpuratus,-2.25,-80.75,5008:120:2,0.33
Strongylocentrotus,purpuratus,-2.75,-80.25,5008:120:3,0.21
Strongylocentrotus,purpuratus,-2.75,-80.75,5008:120:4,0.33
Strongylocentrotus,purpuratus,-3.25,-80.75,5008:130:2,0.33
Strongylocentrotus,purpuratus,-3.25,-81.25,5008:131:1,0.28
Strongylocentrotus,purpuratus,-0.75,-89.25,5008:209:3,0.34
Strongylocentrotus,purpuratus,-0.75,-89.75,5008:209:4,0.34
Strongylocentrotus,purpuratus,-1.25,-89.75,5008:219:2,0.34
Strongylocentrotus,purpuratus,-5.75,-80.75,5008:350:4,0.33
Strongylocentrotus,purpuratus,-6.25,-80.25,5008:360:1,0.31
Strongylocentrotus,purpuratus,-6.75,-80.25,5008:360:3,0.23
Strongylocentrotus,purpuratus,-6.25,-81.25,5008:361:1,0.30
Strongylocentrotus,purpuratus,-0.25,-90.25,5009:100:1,0.33
Strongylocentrotus,purpuratus,-0.25,-90.75,5009:100:2,0.34
Strongylocentrotus,purpuratus,-0.75,-90.25,5009:100:3,0.35
Strongylocentrotus,purpuratus,-0.75,-90.75,5009:100:4,0.37
Strongylocentrotus,purpuratus,-0.25,-91.25,5009:101:1,0.36
Strongylocentrotus,purpuratus,-0.25,-91.75,5009:101:2,0.38
Strongylocentrotus,purpuratus,-0.75,-91.25,5009:101:3,0.38
Strongylocentrotus,purpuratus,-1.25,-90.25,5009:110:1,0.35
Strongylocentrotus,purpuratus,-1.25,-90.75,5009:110:2,0.36
Strongylocentrotus,purpuratus,-1.25,-91.25,5009:111:1,0.38
Strongylocentrotus,purpuratus,-10.25,-77.75,5107:207:2,0.34
Strongylocentrotus,purpuratus,-10.75,-77.75,5107:207:4,0.31
Strongylocentrotus,purpuratus,-11.25,-77.25,5107:217:1,0.27
Strongylocentrotus,purpuratus,-11.25,-77.75,5107:217:2,0.24
Strongylocentrotus,purpuratus,-12.25,-76.75,5107:226:2,0.25
Strongylocentrotus,purpuratus,-12.75,-76.25,5107:226:3,0.27
Strongylocentrotus,purpuratus,-13.75,-76.75,5107:236:4,0.23
Strongylocentrotus,purpuratus,-14.75,-76.25,5107:246:3,0.38
Strongylocentrotus,purpuratus,-16.75,-72.75,5107:362:4,0.26
Strongylocentrotus,purpuratus,-16.25,-73.75,5107:363:2,0.24
Strongylocentrotus,purpuratus,-16.75,-73.25,5107:363:3,0.36
Strongylocentrotus,purpuratus,-16.25,-74.25,5107:364:1,0.27
Strongylocentrotus,purpuratus,-17.75,-70.75,5107:370:4,0.35
Strongylocentrotus,purpuratus,-17.75,-71.25,5107:371:3,0.33
Strongylocentrotus,purpuratus,-17.25,-72.25,5107:372:1,0.21
Strongylocentrotus,purpuratus,-26.25,-79.75,5207:469:2,0.27
Strongylocentrotus,purpuratus,-26.25,-80.25,5208:360:1,0.26
Strongylocentrotus,purpuratus,-33.75,-77.75,5307:237:4,0.33
Strongylocentrotus,purpuratus,-33.75,-78.75,5307:238:4,0.31
Strongylocentrotus,purpuratus,-33.75,-79.25,5307:239:3,0.23
Strongylocentrotus,purpuratus,-33.75,-80.75,5308:130:4,0.30
Strongylocentrotus,purpuratus,-43.25,-75.25,5407:235:1,0.34
Strongylocentrotus,purpuratus,-46.25,-83.75,5408:363:2,0.35
Strongylocentrotus,purpuratus,-47.75,-179.75,5417:479:4,0.34
Strongylocentrotus,purpuratus,-53.75,-69.25,5506:239:3,0.36
Strongylocentrotus,purpuratus,-55.75,-66.25,5506:456:3,0.26
Strongylocentrotus,purpuratus,-56.25,-66.75,5506:466:2,0.21
Strongylocentrotus,purpuratus,-56.75,-67.75,5506:467:4,0.23
Strongylocentrotus,purpuratus,-56.75,-68.25,5506:468:3,0.23
Strongylocentrotus,purpuratus,-56.75,-68.75,5506:468:4,0.22
Strongylocentrotus,purpuratus,-56.25,-69.25,5506:469:1,0.33
Strongylocentrotus,purpuratus,-56.25,-69.75,5506:469:2,0.25
Strongylocentrotus,purpuratus,-52.25,-74.25,5507:124:1,0.34
Strongylocentrotus,purpuratus,-52.25,-75.75,5507:225:2,0.38
Strongylocentrotus,purpuratus,-55.25,-71.75,5507:351:2,0.35
Strongylocentrotus,purpuratus,-55.25,-72.25,5507:352:1,0.32
Strongylocentrotus,purpuratus,0.25,-89.75,7008:209:2,0.28
Strongylocentrotus,purpuratus,0.25,-90.25,7009:100:1,0.29
Strongylocentrotus,purpuratus,0.75,-90.75,7009:100:4,0.25
Strongylocentrotus,purpuratus,0.25,-91.25,7009:101:1,0.32
Strongylocentrotus,purpuratus,0.25,-91.75,7009:101:2,0.35
Strongylocentrotus,purpuratus,24.75,-112.25,7211:142:3,0.21
Strongylocentrotus,purpuratus,25.25,-112.25,7211:352:1,0.32
Strongylocentrotus,purpuratus,25.75,-112.75,7211:352:4,0.34
Strongylocentrotus,purpuratus,25.75,-113.25,7211:353:3,0.25
Strongylocentrotus,purpuratus,26.25,-112.25,7211:362:1,0.37
Strongylocentrotus,purpuratus,27.75,-112.75,7211:372:4,0.34
Strongylocentrotus,purpuratus,28.75,-113.25,7211:383:3,0.38
Strongylocentrotus,purpuratus,29.25,-113.75,7211:393:2,0.32
Strongylocentrotus,purpuratus,30.25,-114.75,7311:104:2,0.37
Strongylocentrotus,purpuratus,37.75,-122.75,7312:372:4,0.29
Strongylocentrotus,purpuratus,38.25,-122.25,7312:382:1,0.38
Strongylocentrotus,purpuratus,43.75,-124.75,7412:134:4,0.39
Strongylocentrotus,purpuratus,45.75,-124.75,7412:354:4,0.28
Strongylocentrotus,purpuratus,46.75,-123.75,7412:363:4,0.29
Strongylocentrotus,purpuratus,46.25,-124.75,7412:364:2,0.28
Strongylocentrotus,purpuratus,48.75,-122.75,7412:382:4,0.20
Strongylocentrotus,purpuratus,48.75,-123.75,7412:383:4,0.20
Strongylocentrotus,purpuratus,48.25,-124.25,7412:384:1,0.32
Strongylocentrotus,purpuratus,48.75,-124.25,7412:384:3,0.30
Strongylocentrotus,purpuratus,49.25,-122.75,7412:392:2,0.22
Strongylocentrotus,purpuratus,49.25,-123.25,7412:393:1,0.29
Strongylocentrotus,purpuratus,49.25,-123.75,7412:393:2,0.24
Strongylocentrotus,purpuratus,49.75,-123.75,7412:393:4,0.25
Strongylocentrotus,purpuratus,49.25,-124.25,7412:394:1,0.20
Strongylocentrotus,purpuratus,49.75,-124.25,7412:394:3,0.24
Strongylocentrotus,purpuratus,47.75,-125.25,7412:475:3,0.39
Strongylocentrotus,purpuratus,49.25,-127.25,7412:497:1,0.22
Strongylocentrotus,purpuratus,51.75,-130.25,7513:110:3,0.23
Strongylocentrotus,purpuratus,52.25,-130.25,7513:120:1,0.26
Strongylocentrotus,purpuratus,52.25,-170.75,7517:120:2,0.31
Strongylocentrotus,purpuratus,52.25,-171.75,7517:121:2,0.38
Strongylocentrotus,purpuratus,-36.75,149.75,3314:469:4,0.47
Strongylocentrotus,purpuratus,-34.25,150.75,3315:140:2,0.40
Strongylocentrotus,purpuratus,-34.75,150.75,3315:140:4,0.42
Strongylocentrotus,purpuratus,-35.25,150.25,3315:350:1,0.44
Strongylocentrotus,purpuratus,-35.25,150.75,3315:350:2,0.42
Strongylocentrotus,purpuratus,-35.75,150.25,3315:350:3,0.45
Strongylocentrotus,purpuratus,-35.75,150.75,3315:350:4,0.41
Strongylocentrotus,purpuratus,-36.25,150.25,3315:360:1,0.45
Strongylocentrotus,purpuratus,-36.75,150.25,3315:360:3,0.46
Strongylocentrotus,purpuratus,-37.25,150.25,3315:370:1,0.47
Strongylocentrotus,purpuratus,-37.75,150.25,3315:370:3,0.47
Strongylocentrotus,purpuratus,-34.75,173.25,3317:143:3,0.48
Strongylocentrotus,purpuratus,-34.75,173.75,3317:143:4,0.47
Strongylocentrotus,purpuratus,-35.75,173.75,3317:353:4,0.50
Strongylocentrotus,purpuratus,-35.25,174.25,3317:354:1,0.49
Strongylocentrotus,purpuratus,-35.25,174.75,3317:354:2,0.46
Strongylocentrotus,purpuratus,-35.75,174.25,3317:354:3,0.47
Strongylocentrotus,purpuratus,-35.75,174.75,3317:354:4,0.49
Strongylocentrotus,purpuratus,-36.25,174.25,3317:364:1,0.40
Strongylocentrotus,purpuratus,-36.25,174.75,3317:364:2,0.49
Strongylocentrotus,purpuratus,-36.75,174.75,3317:364:4,0.51
Strongylocentrotus,purpuratus,-37.25,174.75,3317:374:2,0.54
Strongylocentrotus,purpuratus,-37.75,174.25,3317:374:3,0.42
Strongylocentrotus,purpuratus,-37.75,174.75,3317:374:4,0.58
Strongylocentrotus,purpuratus,-38.75,173.25,3317:383:3,0.44
Strongylocentrotus,purpuratus,-38.75,173.75,3317:383:4,0.48
Strongylocentrotus,purpuratus,-38.25,174.25,3317:384:1,0.52
Strongylocentrotus,purpuratus,-38.25,174.75,3317:384:2,0.58
Strongylocentrotus,purpuratus,-38.75,174.25,3317:384:3,0.59
Strongylocentrotus,purpuratus,-38.75,174.75,3317:384:4,0.58
Strongylocentrotus,purpuratus,-39.75,172.75,3317:392:4,0.43
Strongylocentrotus,purpuratus,-39.25,173.25,3317:393:1,0.49
Strongylocentrotus,purpuratus,-39.25,173.75,3317:393:2,0.57
Strongylocentrotus,purpuratus,-39.75,173.25,3317:393:3,0.48
Strongylocentrotus,purpuratus,-39.75,173.75,3317:393:4,0.57
Strongylocentrotus,purpuratus,-39.25,174.25,3317:394:1,0.59
Strongylocentrotus,purpuratus,-39.75,174.25,3317:394:3,0.59
Strongylocentrotus,purpuratus,-39.75,174.75,3317:394:4,0.59
Strongylocentrotus,purpuratus,-35.75,175.25,3317:455:3,0.45
Strongylocentrotus,purpuratus,-36.25,175.25,3317:465:1,0.49
Strongylocentrotus,purpuratus,-36.25,175.75,3317:465:2,0.48
Strongylocentrotus,purpuratus,-36.75,175.25,3317:465:3,0.49
Strongylocentrotus,purpuratus,-36.75,175.75,3317:465:4,0.49
Strongylocentrotus,purpuratus,-36.75,176.25,3317:466:3,0.43
Strongylocentrotus,purpuratus,-37.25,175.25,3317:475:1,0.53
Strongylocentrotus,purpuratus,-37.25,175.75,3317:475:2,0.52
Strongylocentrotus,purpuratus,-37.25,176.25,3317:476:1,0.52
Strongylocentrotus,purpuratus,-37.75,176.25,3317:476:3,0.53
Strongylocentrotus,purpuratus,-37.75,176.75,3317:476:4,0.51
Strongylocentrotus,purpuratus,-37.75,177.25,3317:477:3,0.50
Strongylocentrotus,purpuratus,-37.75,177.75,3317:477:4,0.49
Strongylocentrotus,purpuratus,-37.25,178.25,3317:478:1,0.40
Strongylocentrotus,purpuratus,-37.75,178.25,3317:478:3,0.49
Strongylocentrotus,purpuratus,-37.75,178.75,3317:478:4,0.48
Strongylocentrotus,purpuratus,-38.75,177.75,3317:487:4,0.52
Strongylocentrotus,purpuratus,-38.25,178.25,3317:488:1,0.50
Strongylocentrotus,purpuratus,-38.25,178.75,3317:488:2,0.49
Strongylocentrotus,purpuratus,-38.75,178.25,3317:488:3,0.50
Strongylocentrotus,purpuratus,-39.75,175.25,3317:495:3,0.58
Strongylocentrotus,purpuratus,-39.25,176.75,3317:496:2,0.55
Strongylocentrotus,purpuratus,-39.75,176.75,3317:496:4,0.55
Strongylocentrotus,purpuratus,-39.25,177.25,3317:497:1,0.55
Strongylocentrotus,purpuratus,-39.25,177.75,3317:497:2,0.52
Strongylocentrotus,purpuratus,-39.75,177.25,3317:497:3,0.53
Strongylocentrotus,purpuratus,-39.25,178.25,3317:498:1,0.50
Strongylocentrotus,purpuratus,-46.75,166.75,3416:466:4,0.56
Strongylocentrotus,purpuratus,-47.25,167.25,3416:477:1,0.54
Strongylocentrotus,purpuratus,-47.75,167.25,3416:477:3,0.45
Strongylocentrotus,purpuratus,-47.75,167.75,3416:477:4,0.47
Strongylocentrotus,purpuratus,-47.75,168.25,3416:478:3,0.51
Strongylocentrotus,purpuratus,-48.25,166.75,3416:486:2,0.41
Strongylocentrotus,purpuratus,-48.25,167.25,3416:487:1,0.45
Strongylocentrotus,purpuratus,-48.25,167.75,3416:487:2,0.44
Strongylocentrotus,purpuratus,-48.25,168.25,3416:488:1,0.47
Strongylocentrotus,purpuratus,-40.75,171.75,3417:101:4,0.41
Strongylocentrotus,purpuratus,-40.25,172.25,3417:102:1,0.56
Strongylocentrotus,purpuratus,-40.25,172.75,3417:102:2,0.59
Strongylocentrotus,purpuratus,-40.25,173.75,3417:103:2,0.59
Strongylocentrotus,purpuratus,-40.25,174.25,3417:104:1,0.59
Strongylocentrotus,purpuratus,-42.25,170.75,3417:120:2,0.41
Strongylocentrotus,purpuratus,-40.25,175.25,3417:205:1,0.59
Strongylocentrotus,purpuratus,-40.25,176.75,3417:206:2,0.54
Strongylocentrotus,purpuratus,-40.75,176.25,3417:206:3,0.57
Strongylocentrotus,purpuratus,-40.75,176.75,3417:206:4,0.55
Strongylocentrotus,purpuratus,-40.25,177.25,3417:207:1,0.43
Strongylocentrotus,purpuratus,-43.25,177.25,3417:237:1,0.54
Strongylocentrotus,purpuratus,-46.75,170.25,3417:360:3,0.48
Strongylocentrotus,purpuratus,-50.25,166.75,3516:206:2,0.41
Strongylocentrotus,purpuratus,-50.75,166.75,3516:206:4,0.40
Strongylocentrotus,purpuratus,-6.75,-79.75,5007:469:4,0.43
Strongylocentrotus,purpuratus,-7.25,-79.75,5007:479:2,0.57
Strongylocentrotus,purpuratus,-7.75,-79.25,5007:479:3,0.50
Strongylocentrotus,purpuratus,-8.25,-78.75,5007:488:2,0.48
Strongylocentrotus,purpuratus,-8.75,-78.75,5007:488:4,0.49
Strongylocentrotus,purpuratus,-8.25,-79.25,5007:489:1,0.43
Strongylocentrotus,purpuratus,-8.75,-79.75,5007:489:4,0.56
Strongylocentrotus,purpuratus,-9.25,-78.25,5007:498:1,0.43
Strongylocentrotus,purpuratus,-9.25,-78.75,5007:498:2,0.56
Strongylocentrotus,purpuratus,-9.75,-78.25,5007:498:3,0.44
Strongylocentrotus,purpuratus,-9.25,-79.25,5007:499:1,0.54
Strongylocentrotus,purpuratus,-2.25,-81.25,5008:121:1,0.41
Strongylocentrotus,purpuratus,-3.75,-80.75,5008:130:4,0.42
Strongylocentrotus,purpuratus,-3.75,-81.25,5008:131:3,0.43
Strongylocentrotus,purpuratus,-4.25,-81.25,5008:141:1,0.55
Strongylocentrotus,purpuratus,-5.25,-80.75,5008:350:2,0.42
Strongylocentrotus,purpuratus,-6.75,-80.75,5008:360:4,0.50
Strongylocentrotus,purpuratus,-7.25,-80.75,5008:370:2,0.58
Strongylocentrotus,purpuratus,-7.75,-80.25,5008:370:3,0.59
Strongylocentrotus,purpuratus,-10.25,-78.25,5107:208:1,0.49
Strongylocentrotus,purpuratus,-10.25,-78.75,5107:208:2,0.45
Strongylocentrotus,purpuratus,-10.75,-78.25,5107:208:3,0.52
Strongylocentrotus,purpuratus,-11.75,-77.75,5107:217:4,0.50
Strongylocentrotus,purpuratus,-12.75,-76.75,5107:226:4,0.53
Strongylocentrotus,purpuratus,-12.25,-77.25,5107:227:1,0.58
Strongylocentrotus,purpuratus,-13.25,-76.25,5107:236:1,0.41
Strongylocentrotus,purpuratus,-13.25,-76.75,5107:236:2,0.55
Strongylocentrotus,purpuratus,-14.25,-75.75,5107:245:2,0.58
Strongylocentrotus,purpuratus,-14.75,-75.25,5107:245:3,0.54
Strongylocentrotus,purpuratus,-15.25,-74.75,5107:354:2,0.49
Strongylocentrotus,purpuratus,-15.75,-74.25,5107:354:3,0.42
Strongylocentrotus,purpuratus,-18.25,-70.25,5107:380:1,0.50
Strongylocentrotus,purpuratus,-18.25,-70.75,5107:380:2,0.51
Strongylocentrotus,purpuratus,-18.75,-70.25,5107:380:3,0.57
Strongylocentrotus,purpuratus,-19.25,-70.25,5107:390:1,0.57
Strongylocentrotus,purpuratus,-19.75,-70.25,5107:390:3,0.59
Strongylocentrotus,purpuratus,-15.25,-75.75,5107:455:2,0.41
Strongylocentrotus,purpuratus,-23.75,-70.75,5207:130:4,0.56
Strongylocentrotus,purpuratus,-36.75,-73.25,5307:363:3,0.42
Strongylocentrotus,purpuratus,-40.75,-74.25,5407:104:3,0.43
Strongylocentrotus,purpuratus,-41.75,-73.25,5407:113:3,0.59
Strongylocentrotus,purpuratus,-41.75,-74.75,5407:114:4,0.42
Strongylocentrotus,purpuratus,-43.25,-97.75,5409:237:2,0.40
Strongylocentrotus,purpuratus,-43.25,-98.25,5409:238:1,0.40
Strongylocentrotus,purpuratus,-43.75,-175.75,5417:235:4,0.55
Strongylocentrotus,purpuratus,-43.25,-176.25,5417:236:1,0.53
Strongylocentrotus,purpuratus,-43.25,-177.25,5417:237:1,0.52
Strongylocentrotus,purpuratus,-44.25,-175.75,5417:245:2,0.54
Strongylocentrotus,purpuratus,-55.25,-66.25,5506:456:1,0.45
Strongylocentrotus,purpuratus,-53.25,-74.75,5507:134:2,0.54
Strongylocentrotus,purpuratus,-53.75,-74.25,5507:134:3,0.48
Strongylocentrotus,purpuratus,-54.75,-72.75,5507:142:4,0.55
Strongylocentrotus,purpuratus,-54.25,-73.75,5507:143:2,0.46
Strongylocentrotus,purpuratus,-54.75,-73.25,5507:143:3,0.41
Strongylocentrotus,purpuratus,-52.75,-75.25,5507:225:3,0.52
Strongylocentrotus,purpuratus,-55.75,-70.25,5507:350:3,0.42
Strongylocentrotus,purpuratus,-55.25,-71.25,5507:351:1,0.49
Strongylocentrotus,purpuratus,25.75,-112.25,7211:352:3,0.52
Strongylocentrotus,purpuratus,26.75,-112.75,7211:362:4,0.58
Strongylocentrotus,purpuratus,32.25,-119.25,7311:229:1,0.47
Strongylocentrotus,purpuratus,37.25,-122.25,7312:372:1,0.50
Strongylocentrotus,purpuratus,37.25,-122.75,7312:372:2,0.51
Strongylocentrotus,purpuratus,38.25,-122.75,7312:382:2,0.54
Strongylocentrotus,purpuratus,40.25,-124.75,7412:104:2,0.55
Strongylocentrotus,purpuratus,44.75,-124.75,7412:144:4,0.41
Strongylocentrotus,purpuratus,45.75,-123.75,7412:353:4,0.58
Strongylocentrotus,purpuratus,49.25,-124.75,7412:394:2,0.47
Strongylocentrotus,purpuratus,49.75,-125.25,7412:495:3,0.46
Strongylocentrotus,purpuratus,52.25,-129.75,7512:229:2,0.57
Strongylocentrotus,purpuratus,57.25,-133.25,7513:373:1,0.54
Strongylocentrotus,purpuratus,57.25,-133.75,7513:373:2,0.52
Strongylocentrotus,purpuratus,57.75,-133.75,7513:373:4,0.52
Strongylocentrotus,purpuratus,57.75,-134.25,7513:374:3,0.55
Strongylocentrotus,purpuratus,58.25,-137.75,7513:487:2,0.57
Strongylocentrotus,purpuratus,58.75,-139.75,7513:489:4,0.51
Strongylocentrotus,purpuratus,58.75,-140.25,7514:380:3,0.48
Strongylocentrotus,purpuratus,59.25,-140.75,7514:390:2,0.40
Strongylocentrotus,purpuratus,57.75,-149.75,7514:479:4,0.46
Strongylocentrotus,purpuratus,58.75,-148.75,7514:488:4,0.56
Strongylocentrotus,purpuratus,59.25,-145.75,7514:495:2,0.48
Strongylocentrotus,purpuratus,59.25,-147.25,7514:497:1,0.58
Strongylocentrotus,purpuratus,53.25,-169.75,7516:239:2,0.58
Strongylocentrotus,purpuratus,52.75,-170.25,7517:120:3,0.56
Strongylocentrotus,purpuratus,52.75,-170.75,7517:120:4,0.59
Strongylocentrotus,purpuratus,52.75,-171.25,7517:121:3,0.57
Strongylocentrotus,purpuratus,52.25,-172.25,7517:122:1,0.58
Strongylocentrotus,purpuratus,52.25,-172.75,7517:122:2,0.54
Strongylocentrotus,purpuratus,52.25,-173.25,7517:123:1,0.53
Strongylocentrotus,purpuratus,-26.25,-70.75,5207:360:2,0.74
Strongylocentrotus,purpuratus,-27.75,-71.25,5207:371:3,0.75
Strongylocentrotus,purpuratus,-43.75,168.25,3416:238:3,0.63
Strongylocentrotus,purpuratus,-43.75,168.75,3416:238:4,0.63
Strongylocentrotus,purpuratus,-43.25,169.25,3416:239:1,0.62
Strongylocentrotus,purpuratus,-43.25,169.75,3416:239:2,0.62
Strongylocentrotus,purpuratus,-43.75,169.25,3416:239:3,0.64
Strongylocentrotus,purpuratus,-43.75,169.75,3416:239:4,0.65
Strongylocentrotus,purpuratus,-44.25,167.75,3416:247:2,0.64
Strongylocentrotus,purpuratus,-44.75,167.25,3416:247:3,0.66
Strongylocentrotus,purpuratus,-44.75,167.75,3416:247:4,0.67
Strongylocentrotus,purpuratus,-44.25,168.25,3416:248:1,0.65
Strongylocentrotus,purpuratus,-45.25,166.75,3416:456:2,0.66
Strongylocentrotus,purpuratus,-45.75,166.25,3416:456:3,0.67
Strongylocentrotus,purpuratus,-45.75,166.75,3416:456:4,0.68
Strongylocentrotus,purpuratus,-45.25,167.25,3416:457:1,0.68
Strongylocentrotus,purpuratus,-46.25,166.25,3416:466:1,0.68
Strongylocentrotus,purpuratus,-46.25,166.75,3416:466:2,0.71
